ciclo,ramo,unidad_resp,clave,nombre_actual,nombre_ant,ano_inicio,ano_oper,derecho_bienestar_directo,derecho_bienestar_indirecto,areas_atencion,objetivo,eje_alineado,tema_alineado,indicador_alineado,programa_alineado,sexo,etapa,grupos,ambito,apoyos,modo_apoyos,unidad_territorial,entidades,difinida_pp,medida_pp,cuantific_pp,definida_po,medida_po,cuantific_po,definida_pa,medida_pa,cuantific_pa,cobertura,eficiencia,presupuesto_original,presupuesto_modificado,presupuesto_ejercido
2014,"agricultura, ganaderia, desarrollo rural, pesca y alimentacion",coordinacion general de ganaderia,u009,fomento de la ganaderia y normalizacion de la calidad de los productos pecuarios,fomento de la ganaderia y normalizacion de la calidad de los productos pecuarios,2004,2014,bienestar economico,medio ambiente sano,sector agropecuario | sector pesquero | sector silvicola | sector acuicola,impulsar la competitividad y fortalecer el mercado interno,mexico prospero,construir un sector agropecuario y pesquero productivo que garantice la seguridad alimentaria del pais,productividad laboral en el sector agropecuario y pesquero,"impulsar la productividad en el sector agroalimentario mediante inversion en capital fisico, humano y tecnologico que garantice la seguridad alimentaria.",ambos,personas adultas,productores agricolas y/o agropecuarios,rural,subsidios,ambos,entidades federativas,NA,1,personas fisicas y personas morales,500000,1,personas fisicas y personas morales,5e5,1,personas fisicas y personas morales,136856.0,27.37,27.37,10.0,41.68,41.68
2014,"agricultura, ganaderia, desarrollo rural, pesca y alimentacion",coordinacion general de ganaderia,u010,programa nacional para el control de la abeja africana,programa nacional para el control de la abeja africana,1984,2014,bienestar economico,NA,sector agropecuario | sector pesquero | sector silvicola | sector acuicola,impulsar la competitividad y fortalecer el mercado interno,mexico prospero,construir un sector agropecuario y pesquero productivo que garantice la seguridad alimentaria del pais,productividad laboral en el sector agropecuario y pesquero,"impulsar la productividad en el sector agroalimentario mediante inversion en capital fisico, humano y tecnologico que garantice la seguridad alimentaria.",ambos,personas adultas,productores apicolas,rural,capacitacion,no monetario,entidades federativas,aguascalientes | baja california sur | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | oaxaca | puebla | queretaro | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz,1,productores,40000,1,productores,3221.0,1,productores,4391.0,10.98,136.32,3.0,2.54,2.54
2014,"agricultura, ganaderia, desarrollo rural, pesca y alimentacion",comision nacional de acuacultura y pesca,u013,vinculacion productiva,vinculacion productiva,2008,2014,bienestar economico,NA,sector agropecuario | sector pesquero | sector silvicola | sector acuicola,impulsar la competitividad y fortalecer el mercado interno,mexico prospero,construir un sector agropecuario y pesquero productivo que garantice la seguridad alimentaria del pais,productividad laboral en el sector agropecuario y pesquero,"impulsar la productividad en el sector agroalimentario mediante inversion en capital fisico, humano y tecnologico que garantice la seguridad alimentaria.",ambos,personas adultas,"productores pesqueros, silvicolas y acuicolas",rural,estimulos economicos,no monetario,entidades federativas,baja california | baja california sur | chihuahua | coahuila de zaragoza | colima | distrito federal | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | puebla | san luis potosi | sinaloa | sonora | tamaulipas | zacatecas,1,actores economicos,NA,1,actores economicos,NA,1,personas fisicas y personas morales,NA,NA,NA,65.6,78.32,78.32
2014,"agricultura, ganaderia, desarrollo rural, pesca y alimentacion",servicio de informacion agroalimentaria y pesquera,u017,sistema nacional de informacion para el desarrollo sustentable (coejercicio snidrus),sistema nacional de informacion para el desarrollo sustentable (coejercicio snidrus),2010,2014,bienestar economico,medio ambiente sano,sector agropecuario | sector pesquero | sector silvicola | sector acuicola,promover el desarrollo economico nacional,mexico prospero,construir un sector agropecuario y pesquero productivo que garantice la seguridad alimentaria del pais,"participacion de la produccion nacional en la oferta total de los principales granos y oleaginosas (maiz, trigo, frijol, arroz, sorgo y soya)","impulsar la productividad en el sector agroalimentario mediante inversion en capital fisico, humano y tecnologico que garantice la seguridad alimentaria.",ambos,toda la poblacion,toda la poblacion,ambos,informacion estadistica del sector,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,NA,NA,NA,0,NA,NA,1,usuarios,720711.0,NA,NA,261.38,301.3,301.3
2014,"agricultura, ganaderia, desarrollo rural, pesca y alimentacion",comite nacional para el desarrollo sustentable de la caoa de azucar,u019,sistema integral para el desarrollo sustentable de la caoa de azucar,sistema integral para el desarrollo sustentable de la caoa de azucar,2009,2014,bienestar economico,NA,sector agropecuario | sector pesquero | sector silvicola | sector acuicola,impulsar la competitividad y fortalecer el mercado interno,mexico prospero,construir un sector agropecuario y pesquero productivo que garantice la seguridad alimentaria del pais,productividad laboral en el sector agropecuario y pesquero,"impulsar la productividad en el sector agroalimentario mediante inversion en capital fisico, humano y tecnologico que garantice la seguridad alimentaria.",ambos,toda la poblacion,toda la poblacion,rural,informacion estadistica del sector,no monetario,entidades federativas,NA,1,actores economicos,NA,1,actores economicos,NA,1,usuarios,33039.0,NA,NA,20.7,14.32,14.32
2014,economia,procuraduria federal del consumidor,b002,promocion de una cultura de consumo responsable e inteligente,promocion de una cultura de consumo inteligente,2008,2014,bienestar economico,NA,fomentar una cultura de consumo inteligente,promover el desarrollo economico nacional,mexico prospero,garantizar reglas claras que incentiven el desarrollo de un mercado interno competitivo,calificacion de mexico en la variable intensidad de la competencia local del reporte global de competitividad del foro economico mundial,promover una mayor competencia en los mercados y avanzar hacia una mejora regulatoria integral.,ambos,jovenes | personas adultas | personas adultas mayores,organizaciones de la sociedad civil,ambos,NA,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,NA,consumidores,NA,1,consumidores,NA,1,grupo atendido,NA,NA,NA,325.8,389.6,389.6
2014,economia,procuraduria federal del consumidor,e005,proteccion de los derechos de los consumidores y el desarrollo del sistema nacional de proteccion al consumidor,prevencion y correccion de practicas abusivas en las relaciones de consumo entre consumidores y proveedores,2008,2014,bienestar economico,NA,derechos humanos,promover el desarrollo economico nacional,mexico prospero,garantizar reglas claras que incentiven el desarrollo de un mercado interno competitivo,calificacion de mexico en la variable intensidad de la competencia local del reporte global de competitividad del foro economico mundial,promover una mayor competencia en los mercados y avanzar hacia una mejora regulatoria integral.,ambos,jovenes | personas adultas | personas adultas mayores,otros: consumidores y proveedores,ambos,NA,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,NA,consumidores,NA,1,otro: consumidor,NA,1,quejas,NA,NA,NA,277.18,252.64,252.64
2014,economia,coordinacion general del programa nacional de financiamiento al microempresario,s016,fondo de microfinanciamiento a mujeres rurales (fommur),fondo de microfinanciamiento a mujeres rurales,1999,2014,bienestar economico,trabajo,fomento empresarial,promover el desarrollo economico nacional,mexico prospero,desarrollar los sectores estrategicos del pais,diferencia de la tasa de crecimiento anual de la produccion bruta total (pbt)de las mipymes con respecto al periodo anterior,impulsar a emprendedores y fortalecer el desarrollo empresarial de las mipymes y los organismos del sector social de la economia.,mujer,jovenes | personas adultas | personas adultas mayores,instituciones | emprendedores | microempresarios,rural,asesoria tecnica | capacitacion | financiamiento de proyectos productivos,ambos,entidades federativas | localidades | municipios,aguascalientes | baja california | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,mujeres rurales,777502,1,mujeres rurales,360717.0,1,mujeres rurales,293033.0,37.69,81.24,204.95,204.53,204.53
2014,economia,instituto nacional de la economia social,s017,programa de fomento a la economia social,programa de fomento a la economia social,1991,2014,bienestar economico,trabajo,financiamiento para proyectos productivos,impulsar sectores estrategicos del pais,mexico prospero,desarrollar los sectores estrategicos del pais,diferencia de la tasa de crecimiento anual de la produccion bruta total (pbt)de las mipymes con respecto al periodo anterior,impulsar a emprendedores y fortalecer el desarrollo empresarial de las mipymes y los organismos del sector social de la economia.,NA,NA,organizaciones del sector social de la economia,ambos,asesoria tecnica | capacitacion | financiamiento de proyectos productivos o microcredito | financiamiento de servicios,ambos,entidades federativas | localidades | municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,organismos del sector social de la economia,60943,1,organismos del sector social de la economia,6540.0,1,organismos del sector social de la economia,6467.0,10.61,98.88,2350.5,2325.25,2325.25
2014,economia,instituto nacional del emprendedor,s020,fondo nacional emprendedor,"fondo de apoyo para la micro, pequeoa y mediana empresa |  fondo emprendedor",2014,2014,bienestar economico,trabajo,fomento empresarial,promover el desarrollo economico nacional,mexico prospero,desarrollar los sectores estrategicos del pais,diferencia de la tasa de crecimiento anual de la produccion bruta total (pbt)de las mipymes con respecto al periodo anterior,impulsar a emprendedores y fortalecer el desarrollo empresarial de las mipymes y los organismos del sector social de la economia.,NA,NA,empresas,ambos,asesoria tecnica | capacitacion | financiamiento de proyectos productivos,ambos,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,emprendedores y mipymes,841745,1,emprendedores y mipymes,3e5,1,emprendedores y mipymes,541640.0,64.35,180.55,9377.26,10245.25,10245.21
2014,economia,coordinacion general del programa nacional de financiamiento al microempresario,s021,programa nacional de financiamiento al microempresario,programa nacional de financiamiento al microempresario,2001,2014,bienestar economico,trabajo,fomento empresarial,promover el desarrollo economico nacional,mexico prospero,desarrollar los sectores estrategicos del pais,participacion de la mujer en actividades productivas financiadas con recursos del finafim,impulsar a emprendedores y fortalecer el desarrollo empresarial de las mipymes y los organismos del sector social de la economia.,ambos,jovenes | personas adultas | personas adultas mayores,instituciones | emprendedores | microempresarios,ambos,asesoria tecnica | capacitacion | financiamiento de proyectos productivos,ambos,entidades federativas | localidades | municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,1214867,1,personas,754114.0,1,personas,530540.0,43.67,70.35,115.06,114.82,114.82
